title,assigned_label,potential_labels
Zambia keen to exploit research on COVID-19 vaccine | English.news.cn,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Can COVID-19 cause hair loss? Here's what you need to know,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
National Expert Group on Vaccine Administration for COVID-19 deliberates on strategy to ensure availability of vaccines & its delivery mechanism,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Pasteurizing human milk inactivates Covid-19 virus: Study,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Russia's coronvirus vaccine 'not certain to work' according to scientists who developed it,WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Dow Futures Surge on Coronavirus Stimulus, Capital Gains Tax Cut Hopes; Russia Touts Vaccine Breakthrough",BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
Local Government Ministry commences training of MMDAs to enhance operations,NATION,"['SCIENCE_TECH', 'WORLD_NATION']"
"Blood donor study suggests more than 120,000 Quebecers have been infected with COVID-19",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Covid-19 claims 466 lives in just 9 days in the Eastern Cape,NATION,"['HEALTH_NATION', 'SCIENCE_TECH']"
Study finds racial and ethnic disparities in Covid-19 hospitalizations,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Surge in Spain's virus cases prompts regional smoking ban, field hospital By Reuters",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Amid Covid outbreak, UAE waives visa fines of stranded Indians",WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
Facebook removes post by Trump for falsely claiming children are 'almost immune' to COVID-19,WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Ethylene Propylene Diene Monomer (EPDM) Rubber Market Share, Size 2020 COVID-19 Impact on Industry Overview, Key Players Analysis, Emerging Opportunities, Comprehensive Research Study, Competitive Landscape and Potential of Industry from 2020-2026",BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Study hints, can't prove, survivor plasma fights COVID-19",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Rise in UK Covid cases above 1,000 a day breached government target",HEALTH,"['HEALTH_NATION', 'WORLD_NATION']"
Mumbai: Ghatkopar is new Covid hotspot with most fatalities (575),NATION,"['HEALTH_NATION', 'SCIENCE_TECH']"
Should You Get The COVID-19 Vaccine Once It's Available? | Mix 104.1,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
ams : Ibeo and ams Solid-State LiDAR Technology Used by Prominent Automotive Manufacturer Great Wall Motor to Enable Future Autonomous Driving Vehicles,TECHNOLOGY,"['SCIENCE_TECH', 'WORLD_NATION']"
"Impact Of Covid-19 on Quality Management System and Software Market 2020 Industry Challenges, Business Overview and Forecast Research Study 2026",BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
Study: Asymptomatic COVID-19 patients carry same amount of virus as symptomatic ones,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Only 42% of Americans say they would get a COVID-19 vaccine if it were available,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Airline shares surge as TSA numbers hit pandemic high, support for second bailout builds",BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
Hyundai Drops The Elantra GT In The United States,BUSINESS,"['SCIENCE_TECH', 'WORLD_NATION']"
“Our entire family has COVID”: Molly Grantham shares 'surreal' diagnosis while raising newborn,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Covid-19 misinformation is spreading in 25 different languages, leading to deaths and injuries, study finds",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Kodak shares plunge as government loan remains on hold pending probes,BUSINESS,"['SCIENCE_TECH', 'WORLD_NATION']"
Simon Cowell forced to miss Britain’s Got Talent semi-finals in Covid-19 chaos,ENTERTAINMENT,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Cell Isolation/Cell Separation Market Research Report by Product, by Cell Type, by Cell Source, by Technique, by Application, by End User - Global Forecast to 2025 - Cumulative Impact of COVID-19",BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
MAC scientists raise concerns over second wave of COVID-19 infections,WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
Healthcare workers poorly protected against COVID-19: UOW expert,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Covid travel restrictions devastate Africa's tourism,WORLD,"['HEALTH_NATION', 'WORLD_NATION']"
AMC Entertainment reports 561-mln-USD quarterly loss amid pandemic | English.news.cn,ENTERTAINMENT,"['HEALTH_NATION', 'SCIENCE_TECH']"
SA political parties claim JobKeeper payments and grants during coronavirus pandemic,NATION,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Covid-19 Outlook And Impact- Global Raw Cane Sugar Market Industry 2020-2025 | Top Key Players: Archer Daniels Midland, Tereos Internacional, Cargill, Louis Dreyfus, Associated British Foods, Sudzucker, Tongaat Hulett Sugar, EID Parry, Shree Renuka Sugars, Raizen",BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Airtel Says Priority 4G Network Won’t Harm Regular Customers, Network Checks Validate the Statement",BUSINESS,"['SCIENCE_TECH', 'WORLD_NATION']"
Covid-19 no hindrance for Dr Amalina's weddings in Britain and Malaysia,NATION,"['HEALTH_NATION', 'SCIENCE_TECH']"
Outside Looking In: Study Shows Variation in Hospital Visitor & ICU Communication Policies Due to COVID-19,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Only 50 percent of Britons would certainly have Covid-19 vaccination | Coronavirus outbreak,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Poll: Do you agree with the latest measures taken by government to curb the spread of Covid-19?,BUSINESS,"['HEALTH_NATION', 'WORLD_NATION']"
Intensive Farming Heightens Pandemic Risk: Study,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
NRL to consider tougher Covid sanctions after Tevita Pangai Jr's barbershop visit,SPORTS,"['HEALTH_NATION', 'SCIENCE_TECH']"
Apple TV+ documentary Boys State offers optimistic vision of US politics via portrait of future statesmen,ENTERTAINMENT,"['SCIENCE_TECH', 'WORLD_NATION']"
Indians' Zach Plesac says he and Mike Clevinger unfairly cast as 'bad people' after COVID violation,SPORTS,"['HEALTH_NATION', 'SCIENCE_TECH']"
Virus detectives: Routt County contact-tracing team one of most effective strategies to containing COVID-19,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Millions of Brits can claim a £6,570 Government grant from today",BUSINESS,"['SCIENCE_TECH', 'WORLD_NATION']"
"COVID 19 Impact on Global Automobile Container Market ReportTop Manufacturers like Welfit Oddy, UBH International, Suretank, Nantong CIMC, SINGAMAS (CN)",BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Birth Control Pill Reduces Risk of Severe Covid-19, Study Says",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Ian McKellen: UK government 'underestimated' public on Covid lockdown,ENTERTAINMENT,"['HEALTH_NATION', 'WORLD_NATION']"
"Ceramic Inks Market Research Report by Type, by Formulation, by Technology, by Application, by Industry - Global Forecast to 2025 - Cumulative Impact of COVID-19",BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Covid-19: Death of Homa Bay nurse raises questions, exposes shortfalls",NATION,"['HEALTH_NATION', 'SCIENCE_TECH']"
Government's Covid-19 tracer app only processing 24900 scans per day,NATION,"['HEALTH_NATION', 'WORLD_NATION']"
Namibia imposes daily curfew as COVID-19 cases spike,NATION,"['HEALTH_NATION', 'SCIENCE_TECH']"
MUST Covid-19 research could provide basis for future mass-produced commercial vaccine,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Israel claims excellent vaccine in hand – The Shillong Times,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Juice bar slammed for COVID claims,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Clinical characteristics and risk factors associated with COVID-19 severity in patients with haematological malignancies in Italy: a retrospective, multicentre, cohort study",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Only half of Brits 'very likely' to get coronavirus vaccine, research suggests as 'misperceptions' put lives at risk",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Half of daily 100000 COVID-19 cases in Americas are in U.S. - WHO director,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Covid-19 treatment: Gilead Sciences urged to study drug that showed promise with cats,BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
Brazilian billionaire Lemann leads initiative to build COVID-19 vaccine factory,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Regeneron said COVID-19 combination it is developing prevented and treated the infection in animals testing,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Coronavirus – Nigeria: Breakdown of COVID-19 cases by state (2nd August 2020),WORLD,"['HEALTH_NATION', 'WORLD_NATION']"
1 in 3 Australians have received government payments in recent months during the pandemic. Here's how we spent it.,BUSINESS,"['HEALTH_NATION', 'WORLD_NATION']"
Legendary German nightclub Berghain will become a pandemic-era arts gallery,ENTERTAINMENT,"['HEALTH_NATION', 'SCIENCE_TECH']"
XORTX Partners with Mount Sinai's Icahn School of Medicine on US-based Clinical Trial in COVID-19,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Early spread of COVID-19 appears far greater than initially reported, UT researchers say",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
'I will never come to Australia again': new research reveals the suffering of temporary migrants during the COVID-19 crisis,NATION,"['HEALTH_NATION', 'SCIENCE_TECH']"
AI can improve CT screening for COVID-19 diagnosis,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
INSIGHT-Facebook’s dilemma: How to police claims about unproven COVID-19 vaccines,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"COVID-19: 'Like finding the right book in massive library,' says UBC researcher testing antibodies for a treatment",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"US doing 'very well' against Covid-19, India has a 'tremendous problem': Trump",WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Colorado State football coaches accused of telling players, athletic staff not to reveal COVID-19 symptoms",SPORTS,"['HEALTH_NATION', 'WORLD_NATION']"
Majority of Canadians worried about side-effects of COVID vaccine: study | News,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Today's coronavirus news: Study suggests Canadians will face potentially explosive increase in mental illness for years after pandemic ends; Canadian company urging human trials after vaccine results,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Team of Indian-origin scientists find novel way to treat severe COVID-19 cases; read details,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Brisbane and Tonga enforcer in Covid protocol breach after being caught up in police bikie gang raid,SPORTS,"['HEALTH_NATION', 'SCIENCE_TECH']"
COVID-19: Face shields alone ‘unlikely’ to protect hairdressers and barbers,TECHNOLOGY,"['HEALTH_NATION', 'SCIENCE_TECH']"
Test Sites Quickly Attract Thousands for COVID-19 Vaccine Study,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Coronavirus: Government selects Rotorua for 'CovidCard' contact tracing technology trial,NATION,"['HEALTH_NATION', 'SCIENCE_TECH', 'WORLD_NATION']"
Men should take contraceptive pill for Covid-19? Good Morning Britain’s doctor guest under fire after program’s misleading tweet,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Canned Seafood Market Research Report by Type - Global Forecast to 2025 - Cumulative Impact of COVID-19,BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
Covid-19 Stigma: Ken Ouko's wife remains perched in hearse as don is buried,NATION,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Global and Europe Train Sets Market Status Report COVID 19 Impact Analysis EditionKidkraft, Vtech, Lionel, Bogjigs, LEGO",BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
Canned Seafood Market Research Report by Type - Global Forecast to 2025 - Cumulative Impact of COVID-19,BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
"COVID-19 symptoms often appear in this order, according to a new study",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Cargo Inspection Market Research Report by Industry - Global Forecast to 2025 - Cumulative Impact of COVID-19,BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
States could repeat Vic health 'failures',HEALTH,"['SCIENCE_TECH', 'WORLD_NATION']"
"SKIN CARE PRODUCTS MARKET 2020 STUDY & FUTURE PROSPECTS WITH COVID-19 IMPACT ANALYSIS, IN DEPTH INSIGHT, GROWTH & RESEARCH FINDING TO 2026",BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
"COVID-19: Sindh info minister warns against early reopening of schools, wedding halls",NATION,"['HEALTH_NATION', 'SCIENCE_TECH']"
"After nearly $1B in research funding, Moderna takes $1.5B coronavirus vaccine order from U.S.",BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
Britain encourages at-risk groups to sign up for COVID-19 vaccine trials,WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
Watch Residents Of Ikota Estate In Lagos Gather To Pray Against Witches And Wizards Working Against Their Transformer (Video),ENTERTAINMENT,"['SCIENCE_TECH', 'WORLD_NATION']"
Coronavirus LIVE Updates: Novavax Covid-19 Vaccine Successful in Early Study; Australia's Queensland Shuts State Border to Stem 2nd Wave,BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH', 'WORLD_NATION']"
Stress remains high among primary care practices amid COVID-19 pandemic,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Blood test could determine severe COVID-19 cases, risk of death: study",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Hawaii to reinstate 14-day travel quarantine for traveling between islands,NATION,"['SCIENCE_TECH', 'WORLD_NATION']"
Jokowi Lauds Indonesian Innovations in Fight Against COVID-19,NATION,"['HEALTH_NATION', 'SCIENCE_TECH']"
Vietnam says early August 'decisive' in containing coronavirus outbreak,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Co-Diagnostics, Inc. Technology to be Used in FDA-Authorized Self-Collected COVID-19 Saliva Test",BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
COVID-19 Update: 94 cases | 2 deaths | Canadian government announces deal with vaccine candidates,NATION,"['HEALTH_NATION', 'WORLD_NATION']"
Watch real estate bros schmooze and squabble in first 'Million Dollar Beach House' trailer,ENTERTAINMENT,"['SCIENCE_TECH', 'WORLD_NATION']"
Coronavirus vaccine developer CureVac raises $213.3 mln in U.S. IPO,BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
Coronavirus - Zambia: COVID-19 Daily Status Update (15th August 2020),WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
COVID-19 pandemic responsible for sack of pilots — Air Peace,NATION,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Coronavirus: African Union Member States reporting COVID-19 cases as of 16 August 2020, 6 pm EAT",WORLD,"['HEALTH_NATION', 'WORLD_NATION']"
COVID-19: Researchers tested various types of masks to see what's most effective,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
New study says Canadians see COVID vaccine as key to return to normal,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
SURVEY: Will you get the COVID-19 vaccine when its available?,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
BOH’s Waikiki branch remains open after employee tests positive for COVID-19,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
State Representative and School Superintendent Terry Goodin in isolation after positive COVID-19 test,HEALTH,"['HEALTH_NATION', 'WORLD_NATION']"
Britain's COVID-19 daily infections rise to highest level since June By,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Clinical Risk Grouping Solution Market Research Report by Product, by Deployment Mode, by End User - Global Forecast to 2025 - Cumulative Impact of COVID-19",BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
Coolstore remains a focus as outbreak hits more schools,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Cataract Surgery Devices Market Research Report by Product, by End User - Global Forecast to 2025 - Cumulative Impact of COVID-19",BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
Mills plea against sugar inquiry commission: SHC directs federal govts counsel to conclude arguments,NATION,"['SCIENCE_TECH', 'WORLD_NATION']"
Campaign to tackle COVID drinking habits,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"COVID-19 vaccine: With three vaccine candidates, India to play major role in fight against coronavirus",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Coalition tweaks jobkeeper scheme again amid Covid second wave in Victoria,NATION,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Sweden’s chief epidemiologist wanted to keep schools open to spread Covid in drive for herd immunity, emails show",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Ceramic Balls Market Research Report by Function, by Material, by Application, by Industry - Global Forecast to 2025 - Cumulative Impact of COVID-19",BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
The Top 5 COVID-19 Vaccine Candidates Explained,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Victoria records highest Covid death toll at 21 and 410 cases as aged care sector remains hardest hit,NATION,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Pandemic Conspiracies And Rumours Have Killed Over 800 People, Study Shows",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Research on Chemical Vapor Deposition Diamond Market Report Analysis of Major Players (impact of COVID-19): Crystallane, Diamonex, DIDCO, DDK, Advanced Diamond Technologies, UniDiamond, Sumitomo Electric, Tiandi Orient, and Other",BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Neck gaiters can not protect people amid COVID-19, say Duke University researchers",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Singapore will get first claim to any successful Arcturus vaccine,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Hair scavenged from Nairobi dumpsite ends up in salon amid Covid-19 pandemic,NATION,"['HEALTH_NATION', 'SCIENCE_TECH']"
Teen tobacco use linked to higher risk of COVID-19: Study,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Revealed: The COVID-19 failures of our nursing homes,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Health Minister warns Irish public against complacency as COVID-19 cases surge,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Kerala plane tragedy: ‘We were trained for this…forgot pandemic,’ says doctor who tended to injured",NATION,"['HEALTH_NATION', 'SCIENCE_TECH']"
Covid-19 can trigger neuromuscular complications: Study,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
3 Vancouver airport screening officers test positive for COVID-19,NATION,"['HEALTH_NATION', 'SCIENCE_TECH']"
Peugeot Aiming To Return To The United States By 2023,BUSINESS,"['SCIENCE_TECH', 'WORLD_NATION']"
Mumbai: BMC to start AI-based voice tests within a week to detect Covid-19,NATION,"['HEALTH_NATION', 'SCIENCE_TECH']"
US high-roller estate agent hawks 'billionaire's retreat in Covid-free NZ',BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH', 'WORLD_NATION']"
"United States Costume Play Market Study 2020 Drivers, Restraints and Trends for Cosplay Convention Center, Your Cosplay, Cosplay007, CafÃƒÂ© Cosplay, Howla",BUSINESS,"['SCIENCE_TECH', 'WORLD_NATION']"
Namibia to auction fishing quota to raise money for COVID-19 medicines,NATION,"['HEALTH_NATION', 'SCIENCE_TECH']"
Study documents changes in hospital visitation and communication policies during COVID-19,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
2 FairPrice Finest outlets among new locations visited by COVID-19 cases while infectious,NATION,"['HEALTH_NATION', 'SCIENCE_TECH']"
Coronavirus: Experts warn against Russia's COVID-19 vaccine approval,WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
COVID-19 Impacts: Thermal Treatment Air Filtration Market will Accelerate at a CAGR of over 5% through 2020-2024|The Expanding Water And Wastewater Treatment Industry to Boost Growth|Technavio,BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Mumbai reports 925 new Covid-19 cases, 46 more die",NATION,"['HEALTH_NATION', 'SCIENCE_TECH']"
Coronavirus outbreak at Royal Mail delivery office in Manchester as ’19 workers hit by bug’,BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
McDonald's returns to 100% Canadian beef after COVID-19 supply chain issues,BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
This wave of anti-China feeling masks the west's own Covid-19 failures,WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
"COVID-19 delays leave over 600,000 people waiting for first outpatient consultation",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
More aerospace firms jettison jobs; further pain if pandemic drags on,BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
Singapore Will Get First Claim to Any Successful Arcturus Vaccine,BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
Chinese COVID-19 vaccine shows promising trial results: research paper,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Global and Regional Dried Lemon Market Study 2020 COVID 19 Impact Analysis Updated Edition Top Players Include, Three Squirrels, BESTORE, Haoxiangni, Gammy's, Gin Gin Dry",BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
Upadhyay: Governments Need to Support Innovation,WORLD,"['SCIENCE_TECH', 'WORLD_NATION']"
Healthcare workers poorly protected against COVID-19: UOW expert,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Canberra man sentenced to jail for using stolen government car to ram raid Harvey Norman store,NATION,"['SCIENCE_TECH', 'WORLD_NATION']"
Study: Blood test may have potential to predict risk of severe Covid-19 infection in individuals,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Government officials claimed Ontario police were investigating military efforts to allegedly hide documents in Mark Norman case — that turned out to be false,NATION,"['SCIENCE_TECH', 'WORLD_NATION']"
Daily covid death count could be scrapped,NATION,"['HEALTH_NATION', 'SCIENCE_TECH']"
Port Fairy cancels 2021 Folk Festival amid COVID-19 concerns,ENTERTAINMENT,"['HEALTH_NATION', 'SCIENCE_TECH']"
COVID-19 vaccine research conducted on alpacas,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Global recovery will come faster if Covid-19 vaccine available to all: WHO chief,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Study Finds Strong Link Between Abnormal Liver Test Results and Adverse COVID-19 Outcome,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Mexico hails 'good indicator' of recovery in jobs; US FDA approves new cheaper saliva Covid test - as it happened,WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
South Korea records highest daily Covid-19 cases since March,WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
Chronic Lymphocytic Leukemia Therapeutics Market Research Report - Global Forecast to 2025 - Cumulative Impact of COVID-19,BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
Number of cases in Baystate Medical Center coronavirus outbreak rises to 55,HEALTH,"['HEALTH_NATION', 'WORLD_NATION']"
How Retail Loyalty Fared Pre- And Post-Covid Shutdowns? Not Well,BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
It's not for me: speed of COVID-19 vaccine race raises safety concerns,BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
Air India flight crash: Locals rush passengers to hospital,NATION,"['HEALTH_NATION', 'SCIENCE_TECH']"
"UK risks twice-as-big second COVID wave without better testing, study finds",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"India, US, China Circulating Most COVID-19 Related Misinformation, Stigma: Study",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Minnesota's secretary of state is ""worried"" about a ""coordinated effort"" to undermine voting by mail",NATION,"['SCIENCE_TECH', 'WORLD_NATION']"
"Daily Covid-19 update: 3,692 new cases confirmed as recoveries edge closer to 500,000",WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Global Forecasts for the Intelligent Transportation System Market to 2025 with COVID-19 Impact Analysis by Offering, System, Application, and Geography - ResearchAndMarkets.com",BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
Covid 19 coronavirus: Auckland Airport officer's grandstand view of how aviation world changed,BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
'Not enough capital': Insurer says government to pay for COVID-19,BUSINESS,"['HEALTH_NATION', 'WORLD_NATION']"
"COVID-19: Indian Railways extends suspension of Express, passenger, suburban trains till September 30",NATION,"['HEALTH_NATION', 'SCIENCE_TECH']"
"BCG vaccine can help fight Covid, says PGI study",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"2 deaths, 181 new cases of COVID-19 reported in ND for August 7; total active cases statewide is 1,240",HEALTH,"['HEALTH_NATION', 'WORLD_NATION']"
"Lawsuits pile up in legal battle against Liberal government's ""unconstitutional"" firearms ban",NATION,"['SCIENCE_TECH', 'WORLD_NATION']"
Covid-19: Kenya paid double for protective kits,NATION,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Global Intra Oral Scanners Market 2020 – Impact of COVID-19, Future Growth Analysis and Challenges | Sirona, 3Shape, Align Technology, Carestream, Planmeca",BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
Britain's COVID-19 daily infections rise to highest level since June,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Digital Technology Supercluster invests $30 million in 17 projects through COVID-19 program,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Covid-19: 20 new cases, death toll remains at 125 (updated)",NATION,"['HEALTH_NATION', 'SCIENCE_TECH']"
New nine month plan for living with Covid being developed by Government,NATION,"['HEALTH_NATION', 'WORLD_NATION']"
Alyssa Milano says she is losing her hair after long battle with COVID-19,ENTERTAINMENT,"['HEALTH_NATION', 'SCIENCE_TECH']"
Atletico Madrid women suspend training after four more Covid-19 cases,SPORTS,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Pasteurising human milk inactivates COVID-19 virus, says new research",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
How lazy do Idahoans rank among states exercising during COVID? Get off your rear and read this.,HEALTH,"['HEALTH_NATION', 'WORLD_NATION']"
Judge takes aim at police as woman who escaped Covid-19 managed isolation given suspended sentence,NATION,"['HEALTH_NATION', 'SCIENCE_TECH']"
Covid 19 coronavirus Victoria: 'Pivotal' details emerge of hotel quarantine scheme,WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
Why does COVID-19 impair your sense of smell?,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Spain defends pandemic response as case numbers overtake Britain,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Pfizer-BioNTech vaccine candidate induces immune response in early-phase clinical trial: Study,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Air Canada to launch revamped Aeroplan amid devastated travel industry,BUSINESS,"['SCIENCE_TECH', 'WORLD_NATION']"
"1,6-Hexanediol Market Research Report by Application - Global Forecast to 2025 - Cumulative Impact of COVID-19",BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
DPM Heng Swee Keat to deliver ministerial statement on further Covid-19 support measures on Aug 17,NATION,"['HEALTH_NATION', 'WORLD_NATION']"
"In policy reversal, Health Ministry said to increase testing of asymptomatics",NATION,"['SCIENCE_TECH', 'WORLD_NATION']"
"Global Hiv Rapid Test Kit Market 2020 | With Top Growing Companies & Coronavirus/COVID-19 Impact Analysis | Wama Diagnostica, Maccura Biotechnology, Hologic, Autobio Diagnostics",BUSINESS,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Relief as one of South Australia’s latest COVID-19 cases tests negative, leaving the state with nine active cases",NATION,"['HEALTH_NATION', 'WORLD_NATION']"
