,entropy,articles,risk
sportscafe.in,0.0,9,HIGH
sportsbettingdime.com,0.0,1,HIGH
sports.nbcsports.com,0.0,3,HIGH
stalberttoday.ca,0.0,3,HIGH
stadiumastro.com,0.0,2,HIGH
wbbjtv.com,0.0,2,HIGH
wearethemighty.com,0.0,1,HIGH
wearecentralpa.com,0.0,2,HIGH
weallfollowunited.com,0.0,14,HIGH
weaintgotnohistory.sbnation.com,0.0,19,HIGH
wdwinfo.com,0.0,2,HIGH
wdio.com,0.0,1,HIGH
wdel.com,0.0,1,HIGH
expresshealthcare.in,0.0,4,HIGH
expresscomputer.in,0.0,1,HIGH
a-league.com.au,0.0,9,HIGH
fiercevideo.com,0.0,1,HIGH
fiercehealthcare.com,0.0,2,HIGH
fierceelectronics.com,0.0,1,HIGH
fieldgulls.com,0.0,6,HIGH
fibre2fashion.com,0.0,1,HIGH
fiaerc.com,0.0,18,HIGH
femalecricket.com,0.0,1,HIGH
feedstuffs.com,0.0,1,HIGH
farmersweekly.co.za,0.0,1,HIGH
farmersreviewafrica.com,0.0,1,HIGH
fantasypros.com,0.0,1,HIGH
fantasyfootballscout.co.uk,0.0,5,HIGH
famagusta-gazette.com,0.0,1,HIGH
sportsfinding.com,0.0,5,HIGH
sportscourant.com,0.0,1,HIGH
sportschatplace.com,0.0,50,HIGH
financialmirror.com,0.0,1,HIGH
financemagnates.com,0.0,3,HIGH
filmibeat.com,0.0,1,HIGH
film.avclub.com,0.0,3,HIGH
film-book.com,0.0,1,HIGH
fijitimes.com,0.0,2,HIGH
fijisun.com.fj,0.0,1,HIGH
fightingirishwire.usatoday.com,0.0,1,HIGH
fightful.com,0.0,1,HIGH
fifa.com,0.0,1,HIGH
fiercewireless.com,0.0,2,HIGH
squamishchief.com,0.0,1,HIGH
spurs-web.com,0.0,21,HIGH
sprucegroveexaminer.com,0.0,1,HIGH
fairmontsentinel.com,0.0,1,HIGH
fairfieldchampion.com.au,0.0,2,HIGH
fit.thequint.com,0.0,1,HIGH
fis.com,0.0,4,HIGH
firstcoastnews.com,0.0,1,HIGH
fireaviation.com,0.0,1,HIGH
fintechnews.sg,0.0,2,HIGH
finsmes.com,0.0,7,HIGH
finnewsnetwork.com.au,0.0,4,HIGH
finews.asia,0.0,1,HIGH
finder.com.au,0.0,1,HIGH
financialtribune.com,0.0,1,HIGH
foodanddrinkbusiness.com.au,0.0,1,HIGH
focusonreproduction.eu,0.0,1,HIGH
feeds.nanowerk.com,0.0,11,HIGH
fee.org,0.0,1,HIGH
fcnaija.com,0.0,2,HIGH
fcdallas.com,0.0,2,HIGH
fnlondon.com,0.0,6,HIGH
fnarena.com,0.0,1,HIGH
flwfishing.com,0.0,1,HIGH
floridastate.rivals.com,0.0,2,HIGH
floridadailypost.com,0.0,1,HIGH
flaunt.com,0.0,1,HIGH
flare.com,0.0,1,HIGH
flamboroughreview.com,0.0,1,HIGH
football-talk.co.uk,0.0,9,HIGH
football-oranje.com,0.0,1,HIGH
football-italia.net,0.0,13,HIGH
foodprocessing.com.au,0.0,1,HIGH
foodprocessing.com,0.0,2,HIGH
fivethirtyeight.com,0.0,3,HIGH
fiveaa.com.au,0.0,1,HIGH
fitchratings.com,0.0,86,HIGH
therealchamps.com,0.0,4,HIGH
foodnavigator-asia.com,0.0,1,HIGH
foodmanufacture.co.uk,0.0,1,HIGH
foodingredientsfirst.com,0.0,1,HIGH
foodformzansi.co.za,0.0,1,HIGH
foodengineeringmag.com,0.0,1,HIGH
fooddive.com,0.0,1,HIGH
foodbusinessnews.net,0.0,1,HIGH
foodandwine.com,0.0,1,HIGH
formula1.com,0.0,96,HIGH
formacar.com,0.0,2,HIGH
forextime.com,0.0,1,HIGH
forexfactory.com,0.0,1,HIGH
foreignaffairs.com,0.0,2,HIGH
forbesindia.com,0.0,1,HIGH
focusdailynews.com,0.0,1,HIGH
fortnitetracker.com,0.0,2,HIGH
wataugademocrat.com,0.0,1,HIGH
washingtonblade.com,0.0,1,HIGH
670thescore.radio.com,0.0,2,HIGH
packerswire.usatoday.com,0.0,2,HIGH
theplayerstribune.com,0.0,2,HIGH
thephuketnews.com,0.0,1,HIGH
thephinsider.com,0.0,1,HIGH
therookiewire.usatoday.com,0.0,18,HIGH
theroar.com.au,0.0,9,HIGH
theridgefieldpress.com,0.0,1,HIGH
therep.co.za,0.0,2,HIGH
thereminder.ca,0.0,1,HIGH
therecorddelta.com,0.0,1,HIGH
therecord.com,0.0,10,HIGH
therealdeal.com,0.0,1,HIGH
spinsouthwest.com,0.0,1,HIGH
spieltimes.com,0.0,1,HIGH
360dx.com,0.0,1,HIGH
3ba.com.au,0.0,2,HIGH
forbesafrica.com,0.0,1,HIGH
forbesadvocate.com.au,0.0,6,HIGH
footballinsider247.com,0.0,15,HIGH
footballinside.net,0.0,8,HIGH
football365.com,0.0,167,HIGH
football.london,0.0,88,HIGH
fox11online.com,0.0,1,HIGH
fourfourtwo.com,0.0,10,HIGH
fostersresearch.com,0.0,1,HIGH
fossbytes.com,0.0,1,HIGH
forums.macrumors.com,0.0,3,HIGH
fortressofsolitude.co.za,0.0,5,HIGH
fox43.com,0.0,1,HIGH
fox40.com,0.0,1,HIGH
fox32chicago.com,0.0,1,HIGH
fox21news.com,0.0,1,HIGH
fox19.com,0.0,1,HIGH
fox13now.com,0.0,1,HIGH
foxinterviewer.com,0.0,3,HIGH
wboi.org,0.0,1,HIGH
wboc.com,0.0,2,HIGH
wbng.com,0.0,1,HIGH
wbko.com,0.0,1,HIGH
wbir.com,0.0,1,HIGH
fortniteintel.com,0.0,8,HIGH
fortniteinsider.com,0.0,9,HIGH
splash247.com,0.0,4,HIGH
spiritfm.net,0.0,1,HIGH
fox4news.com,0.0,6,HIGH
fromthegrapevine.com,0.0,1,HIGH
freshplaza.com,0.0,1,HIGH
fremonttribune.com,0.0,1,HIGH
fremantlefc.com.au,0.0,3,HIGH
freightwaves.com,0.0,1,HIGH
freepressseries.co.uk,0.0,1,HIGH
sportsnaut.com,0.0,4,HIGH
sportsmole.co.uk,0.0,46,HIGH
sportsmax.tv,0.0,14,HIGH
sportsline.com,0.0,6,HIGH
sportslens.com,0.0,8,HIGH
fortmorgantimes.com,0.0,2,HIGH
formulascout.com,0.0,1,HIGH
fox47news.com,0.0,1,HIGH
fox44news.com,0.0,1,HIGH
futurefive.co.nz,0.0,12,HIGH
futurecar.com,0.0,2,HIGH
fudzilla.com,0.0,2,HIGH
fstoppers.com,0.0,9,HIGH
fsis.usda.gov,0.0,1,HIGH
fselite.net,0.0,5,HIGH
fox9.com,0.0,4,HIGH
fox8live.com,0.0,1,HIGH
fox6now.com,0.0,3,HIGH
fox5sandiego.com,0.0,1,HIGH
fox5dc.com,0.0,1,HIGH
fox5atlanta.com,0.0,2,HIGH
fox59.com,0.0,2,HIGH
fox56.com,0.0,1,HIGH
fox4now.com,0.0,2,HIGH
gadgetsandwearables.com,0.0,1,HIGH
gadgets-africa.com,0.0,21,HIGH
sparkhealthmd.com,0.0,3,HIGH
sparkchronicles.com,0.0,1,HIGH
spacewatch.global,0.0,4,HIGH
spaceref.com,0.0,30,HIGH
spaceflightinsider.com,0.0,1,HIGH
spacedaily.com,0.0,16,HIGH
spacecityscoop.com,0.0,15,HIGH
freedomnewspaper.com,0.0,1,HIGH
fredhutch.org,0.0,3,HIGH
fredericknewspost.com,0.0,1,HIGH
frasercoastchronicle.com.au,0.0,6,HIGH
francetoday.com,0.0,1,HIGH
foxsports.com,0.0,4,HIGH
futuregamereleases.com,0.0,1,HIGH
sportingpedia.com,0.0,1,HIGH
sportinglife.com,0.0,40,HIGH
sportingkc.com,0.0,2,HIGH
gadgetguy.com.au,0.0,5,HIGH
gadgetbridge.com,0.0,2,HIGH
gadget.co.za,0.0,10,HIGH
fxleaders.com,0.0,2,HIGH
fxdailyreport.com,0.0,1,HIGH
gamingideology.com,0.0,1,HIGH
gamingbolt.com,0.0,5,HIGH
gaming-age.com,0.0,1,HIGH
gametyrant.com,0.0,1,HIGH
frontrowsoccer.com,0.0,3,HIGH
frontpageafricaonline.com,0.0,3,HIGH
gamblinginsider.com,0.0,1,HIGH
gamasutra.com,0.0,47,HIGH
paininthearsenal.com,0.0,3,HIGH
gamesindustry.biz,0.0,45,HIGH
games.mxdwn.com,0.0,7,HIGH
games.avclub.com,0.0,1,HIGH
gamersnexus.net,0.0,2,HIGH
gamerevolution.com,0.0,1,HIGH
gamereactor.eu,0.0,4,HIGH
gamepur.com,0.0,5,HIGH
gamedaily.biz,0.0,3,HIGH
gamecrate.com,0.0,1,HIGH
gamblingnews.com,0.0,1,HIGH
gdnonline.com,0.0,3,HIGH
gccapitalideas.com,0.0,3,HIGH
gbmwolverine.com,0.0,3,HIGH
gazetteseries.co.uk,0.0,1,HIGH
gazettenet.com,0.0,1,HIGH
geeky-gadgets.com,0.0,4,HIGH
geekvibesnation.com,0.0,2,HIGH
wamda.com,0.0,2,HIGH
wallaceburgcourierpress.com,0.0,1,HIGH
walesfarmer.co.uk,0.0,1,HIGH
ourwindsor.ca,0.0,1,HIGH
ourquadcities.com,0.0,1,HIGH
ourculturemag.com,0.0,1,HIGH
ourcommunitynow.com,0.0,1,HIGH
otakustudy.com,0.0,1,HIGH
oshawaexpress.ca,0.0,1,HIGH
pamplinmedia.com,0.0,1,HIGH
paleofuture.gizmodo.com,0.0,1,HIGH
paisleygates.com,0.0,4,HIGH
paintandpanel.com.au,0.0,1,HIGH
painnewsnetwork.org,0.0,2,HIGH
waterfordlive.ie,0.0,1,HIGH
watchtime.com,0.0,1,HIGH
watchstadium.com,0.0,1,HIGH
geeksultd.com,0.0,1,HIGH
geekdad.com,0.0,1,HIGH
ghanasoccernet.com,0.0,30,HIGH
ghanafa.org,0.0,2,HIGH
gazette.com,0.0,1,HIGH
garoweonline.com,0.0,1,HIGH
ganggreennation.com,0.0,3,HIGH
gamingpost.ca,0.0,1,HIGH
georgetown.wickedlocal.com,0.0,1,HIGH
gentside.co.uk,0.0,1,HIGH
genius.com,0.0,4,HIGH
gematsu.com,0.0,36,HIGH
outsourcing-pharma.com,0.0,1,HIGH
ghanabusinessnews.com,0.0,1,HIGH
ghacks.net,0.0,11,HIGH
getthewordout.com.au,0.0,1,HIGH
getfootballnewsfrance.com,0.0,16,HIGH
geosuper.tv,0.0,2,HIGH
georgiatoday.ge,0.0,2,HIGH
southernminn.com,0.0,1,HIGH
southernliving.com,0.0,1,HIGH
southcoasttoday.com,0.0,1,HIGH
southcoastsun.co.za,0.0,1,HIGH
southcoastregister.com.au,0.0,1,HIGH
southcarolina.rivals.com,0.0,1,HIGH
soundguys.com,0.0,3,HIGH
wave3.com,0.0,2,HIGH
wausaupilotandreview.com,0.0,1,HIGH
gizbot.com,0.0,10,HIGH
gisborneherald.co.nz,0.0,1,HIGH
gilmorehealth.com,0.0,4,HIGH
gillinghamfootballclub.com,0.0,1,HIGH
gildshire.com,0.0,1,HIGH
globaltv.com,0.0,6,HIGH
globalrailwayreview.com,0.0,1,HIGH
omfut.com,0.0,1,HIGH
orlandomagicdaily.com,0.0,1,HIGH
orlandocitysc.com,0.0,2,HIGH
orissadiary.com,0.0,2,HIGH
orcadian.co.uk,0.0,3,HIGH
orangeville.com,0.0,1,HIGH
optocrypto.com,0.0,3,HIGH
opendemocracy.net,0.0,2,HIGH
owensoundsuntimes.com,0.0,1,HIGH
voguebusiness.com,0.0,1,HIGH
wareable.com,0.0,11,HIGH
warc.com,0.0,1,HIGH
wapt.com,0.0,2,HIGH
wap.thepeninsulaqatar.com,0.0,2,HIGH
wantedinrome.com,0.0,1,HIGH
wandtv.com,0.0,1,HIGH
global.techradar.com,0.0,1,HIGH
soundersfc.com,0.0,1,HIGH
speedcafe.com,0.0,47,HIGH
spectrumnews.org,0.0,2,HIGH
spectrumlocalnews.com,0.0,1,HIGH
spearswms.com,0.0,1,HIGH
gizmowriteups.com,0.0,3,HIGH
goachronicle.com,0.0,2,HIGH
gnnliberia.com,0.0,5,HIGH
gloucesterrugby.co.uk,0.0,1,HIGH
gloucesteradvocate.com.au,0.0,3,HIGH
globepredict.com,0.0,3,HIGH
globegazette.com,0.0,1,HIGH
goodwood.com,0.0,2,HIGH
goodreturns.in,0.0,3,HIGH
globalhealthnewswire.com,0.0,6,HIGH
globalcosmeticsnews.com,0.0,1,HIGH
globalconstructionreview.com,0.0,1,HIGH
globalcapital.com,0.0,1,HIGH
vooks.net,0.0,1,HIGH
volcanodiscovery.com,0.0,79,HIGH
golfaustralia.com.au,0.0,1,HIGH
goldenstateofmind.com,0.0,1,HIGH
goldengatesports.com,0.0,1,HIGH
goldderby.com,0.0,28,HIGH
gpone.com,0.0,15,HIGH
gpfans.com,0.0,34,HIGH
gpb.org,0.0,1,HIGH
govinfosecurity.com,0.0,2,HIGH
gov.sg,0.0,1,HIGH
gov.ie,0.0,5,HIGH
global.espn.com,0.0,18,HIGH
glitched.online,0.0,31,HIGH
gleninnesexaminer.com.au,0.0,1,HIGH
goderichsignalstar.com,0.0,1,HIGH
goauto.com.au,0.0,1,HIGH
goondiwindiargus.com.au,0.0,5,HIGH
greencarcongress.com,0.0,6,HIGH
greenbiz.com,0.0,1,HIGH
greatlakesadvocate.com.au,0.0,3,HIGH
greaterkashmir.com,0.0,4,HIGH
greatergood.berkeley.edu,0.0,1,HIGH
graziamagazine.com,0.0,2,HIGH
grandprix247.com,0.0,4,HIGH
grandprix.com,0.0,5,HIGH
goodreturns.co.nz,0.0,1,HIGH
goodmenproject.com,0.0,1,HIGH
goodgearguide.com.au,0.0,3,HIGH
gonintendo.com,0.0,11,HIGH
golocalprov.com,0.0,1,HIGH
golfchannel.com,0.0,63,HIGH
grizzlybearblues.com,0.0,6,HIGH
gritdaily.com,0.0,1,HIGH
grenfellrecord.com.au,0.0,3,HIGH
greentechmedia.com,0.0,3,HIGH
greenstreethammers.com,0.0,2,HIGH
videogamer.com,0.0,6,HIGH
videoageinternational.net,0.0,1,HIGH
victorharbortimes.com.au,0.0,6,HIGH
vherald.com,0.0,1,HIGH
walchanewsonline.com.au,0.0,8,HIGH
wabi.tv,0.0,1,HIGH
waateanews.com,0.0,2,HIGH
goulburnpost.com.au,0.0,2,HIGH
goskagit.com,0.0,2,HIGH
goshennews.com,0.0,1,HIGH
goosed.ie,0.0,1,HIGH
vpesports.com,0.0,1,HIGH
voxeu.org,0.0,1,HIGH
greensboro.com,0.0,1,HIGH
greenocktelegraph.co.uk,0.0,1,HIGH
thefader.com,0.0,3,HIGH
theepochtimes.com,0.0,1,HIGH
theelephant.info,0.0,2,HIGH
thehardtackle.com,0.0,4,HIGH
thehackernews.com,0.0,3,HIGH
thegrio.com,0.0,1,HIGH
thegreatcoursesdaily.com,0.0,1,HIGH
thegrapevine.theroot.com,0.0,4,HIGH
gruntstuff.com,0.0,3,HIGH
groundalerts.com,0.0,16,HIGH
grough.co.uk,0.0,1,HIGH
grmdaily.com,0.0,1,HIGH
theglobalcoverage.com,0.0,1,HIGH
sofrep.com,0.0,2,HIGH
sofiaglobe.com,0.0,1,HIGH
southwalesguardian.co.uk,0.0,1,HIGH
greenevillesun.com,0.0,1,HIGH
greencarreports.com,0.0,4,HIGH
gulfweekly.com,0.0,1,HIGH
guinnessworldrecords.com,0.0,1,HIGH
guelphmercury.com,0.0,1,HIGH
guardian-series.co.uk,0.0,1,HIGH
gtspirit.com,0.0,2,HIGH
gtplanet.net,0.0,7,HIGH
vvdailypress.com,0.0,1,HIGH
vulcanpost.com,0.0,1,HIGH
onegreenplanet.org,0.0,1,HIGH
onefootdown.com,0.0,2,HIGH
oncnursingnews.com,0.0,1,HIGH
omnitos.com,0.0,1,HIGH
hammers.news,0.0,6,HIGH
hammerandrails.com,0.0,1,HIGH
hamiltonnews.com,0.0,1,HIGH
halsteadgazette.co.uk,0.0,1,HIGH
halifaxexaminer.ca,0.0,2,HIGH
haliburtonecho.ca,0.0,1,HIGH
hackread.com,0.0,1,HIGH
habseyesontheprize.com,0.0,23,HIGH
guru3d.com,0.0,20,HIGH
hazard-herald.com,0.0,1,HIGH
hayspost.com,0.0,1,HIGH
hawthornfc.com.au,0.0,3,HIGH
healthimaging.com,0.0,7,HIGH
healthfeedback.org,0.0,3,HIGH
healtheuropa.eu,0.0,9,HIGH
healthcareitnews.com,0.0,1,HIGH
healthcarefinancenews.com,0.0,1,HIGH
rcni.com,0.0,2,HIGH
rcinet.ca,0.0,7,HIGH
rbth.com,0.0,1,HIGH
rawcharge.com,0.0,1,HIGH
ravallirepublic.com,0.0,1,HIGH
raptorshq.com,0.0,6,HIGH
redlegnation.com,0.0,10,HIGH
opb.org,0.0,1,HIGH
onmsft.com,0.0,9,HIGH
onlineathens.com,0.0,1,HIGH
onestepoffthegrid.com.au,0.0,1,HIGH
hellogiggles.com,0.0,1,HIGH
hellenicshippingnews.com,0.0,3,HIGH
helenair.com,0.0,1,HIGH
hedgeweek.com,0.0,3,HIGH
heatworld.com,0.0,1,HIGH
heatnation.com,0.0,3,HIGH
heart.co.uk,0.0,6,HIGH
haveagonews.com.au,0.0,1,HIGH
harrowtimes.co.uk,0.0,1,HIGH
harrisondaily.com,0.0,1,HIGH
harpersbazaararabia.com,0.0,6,HIGH
hardenexpress.com.au,0.0,1,HIGH
happi.com,0.0,1,HIGH
hapakenya.com,0.0,1,HIGH
handyshippingguide.com,0.0,1,HIGH
healthitsecurity.com,0.0,1,HIGH
heraldbulletin.com,0.0,1,HIGH
soapdirt.com,0.0,5,HIGH
smsfadviser.com,0.0,1,HIGH
smoothradio.com,0.0,2,HIGH
sme.org,0.0,1,HIGH
smartoffice.com.au,0.0,1,HIGH
smartereum.com,0.0,1,HIGH
soundcity.tv,0.0,1,HIGH
healthaffairs.org,0.0,3,HIGH
health.ucsd.edu,0.0,2,HIGH
health.com,0.0,4,HIGH
headstuff.org,0.0,1,HIGH
henrilechatnoir.com,0.0,2,HIGH
hellomonaco.com,0.0,1,HIGH
thefalcoholic.com,0.0,1,HIGH
thefaithfulmufc.com,0.0,2,HIGH
herald-zeitung.com,0.0,1,HIGH
hepmag.com,0.0,1,HIGH
hepburnadvocate.com.au,0.0,4,HIGH
highschoolot.com,0.0,4,HIGH
highnorthnews.com,0.0,1,HIGH
highlandscurrent.org,0.0,1,HIGH
hiddenremote.com,0.0,2,HIGH
healthwriteups.com,0.0,1,HIGH
healthtechzone.com,0.0,1,HIGH
healthnewstrack.com,0.0,1,HIGH
heraldmalaysia.com,0.0,5,HIGH
heraldinquiry.com,0.0,3,HIGH
heraldextra.com,0.0,1,HIGH
heraldcourier.com,0.0,1,HIGH
hermannadvertisercourier.com,0.0,1,HIGH
heritagedaily.com,0.0,22,HIGH
herefordtimes.com,0.0,2,HIGH
vegconomist.com,0.0,1,HIGH
vegasinc.lasvegassun.com,0.0,1,HIGH
veganfoodandliving.com,0.0,1,HIGH
vogue.com.au,0.0,5,HIGH
vladtv.com,0.0,1,HIGH
virtualrealitytimes.com,0.0,1,HIGH
vineyardgazette.com,0.0,1,HIGH
villarrealusa.com,0.0,1,HIGH
vietnam-briefing.com,0.0,1,HIGH
somethinghaute.com,0.0,1,HIGH
somersetcountygazette.co.uk,0.0,1,HIGH
solarsystem.nasa.gov,0.0,1,HIGH
readchelsea.com,0.0,1,HIGH
readarsenal.com,0.0,1,HIGH
heraldtribune.com,0.0,1,HIGH
heraldtabloid.com,0.0,1,HIGH
heraldstaronline.com,0.0,1,HIGH
hockeywilderness.com,0.0,3,HIGH
hngnews.com,0.0,1,HIGH
hms.harvard.edu,0.0,3,HIGH
hivplusmag.com,0.0,1,HIGH
hippocraticpost.com,0.0,2,HIGH
hiphopdx.com,0.0,2,HIGH
hiphop-n-more.com,0.0,1,HIGH
hillsdale.net,0.0,1,HIGH
hillingdontimes.co.uk,0.0,1,HIGH
highwaymail.co.za,0.0,1,HIGH
heroichollywood.com,0.0,2,HIGH
htxt.co.za,0.0,36,HIGH
hpr2.org,0.0,1,HIGH
theshillongtimes.com,0.0,12,HIGH
theshiftnews.com,0.0,2,HIGH
thesector.com.au,0.0,1,HIGH
ohsonline.com,0.0,1,HIGH
offspring.lifehacker.com,0.0,1,HIGH
offshorewind.biz,0.0,13,HIGH
officialcharts.com,0.0,4,HIGH
radioexe.co.uk,0.0,1,HIGH
realityblurb.com,0.0,1,HIGH
readliverpoolfc.com,0.0,3,HIGH
readingchronicle.co.uk,0.0,1,HIGH
readdork.com,0.0,1,HIGH
readcrystalpalace.com,0.0,1,HIGH
hothothoops.com,0.0,1,HIGH
hothardware.com,0.0,13,HIGH
iaea.org,0.0,1,HIGH
i-d.vice.com,0.0,4,HIGH
huntingdondailynews.com,0.0,1,HIGH
humboldtjournal.ca,0.0,1,HIGH
hospitalityireland.com,0.0,1,HIGH
hospitalhealthcare.com,0.0,1,HIGH
hospitalhealth.com.au,0.0,2,HIGH
horsetalk.co.nz,0.0,1,HIGH
hornet.com,0.0,1,HIGH
horizon-magazine.eu,0.0,1,HIGH
hoopsrumors.com,0.0,51,HIGH
hoopshype.com,0.0,1,HIGH
hoopshabit.com,0.0,2,HIGH
hongkongfp.com,0.0,1,HIGH
icis.com,0.0,7,HIGH
icelandreview.com,0.0,1,HIGH
ibtimes.co.uk,0.0,1,HIGH
ibtimes.co.in,0.0,1,HIGH
ibj.com,0.0,1,HIGH
uwidata.com,0.0,1,HIGH
utahpulse.com,0.0,1,HIGH
vgr.com,0.0,1,HIGH
hppr.org,0.0,1,HIGH
howtogeek.com,0.0,15,HIGH
houstonpress.com,0.0,1,HIGH
housingwire.com,0.0,3,HIGH
hotsr.com,0.0,3,HIGH
hotspurhq.com,0.0,1,HIGH
hotspawn.com,0.0,3,HIGH
verilymag.com,0.0,1,HIGH
verdenews.com,0.0,1,HIGH
ventureburn.com,0.0,1,HIGH
smallbiztrends.com,0.0,3,HIGH
sluggerotoole.com,0.0,1,HIGH
skooknews.com,0.0,1,HIGH
socialbarrel.com,0.0,1,HIGH
soccernet.ng,0.0,1,HIGH
soccer24.co.zw,0.0,3,HIGH
hullcitytigers.com,0.0,1,HIGH
hubblesite.org,0.0,1,HIGH
hub.jhu.edu,0.0,1,HIGH
idahostatejournal.com,0.0,1,HIGH
idahopress.com,0.0,1,HIGH
iclarified.com,0.0,2,HIGH
soccer.nbcsports.com,0.0,5,HIGH
soaps.sheknows.com,0.0,4,HIGH
soapoperadigest.com,0.0,3,HIGH
ibgnews.com,0.0,1,HIGH
ibcworldnews.com,0.0,3,HIGH
iareporter.com,0.0,1,HIGH
im-mining.com,0.0,1,HIGH
ilounge.com,0.0,2,HIGH
illawarramercury.com.au,0.0,3,HIGH
ilkleygazette.co.uk,0.0,1,HIGH
iheart.com,0.0,2,HIGH
ifpnews.com,0.0,1,HIGH
ifiberone.com,0.0,1,HIGH
vestnikkavkaza.net,0.0,4,HIGH
vernonchan.com,0.0,1,HIGH
vernamagazine.com,0.0,1,HIGH
theslanted.com,0.0,1,HIGH
theshortfuse.sbnation.com,0.0,3,HIGH
idpjournal.biomedcentral.com,0.0,2,HIGH
idiva.com,0.0,1,HIGH
idgconnect.com,0.0,2,HIGH
idcommunism.com,0.0,1,HIGH
in.nba.com,0.0,9,HIGH
in-cyprus.philenews.com,0.0,3,HIGH
imveurope.com,0.0,1,HIGH
immokaleebulletin.com,0.0,1,HIGH
img.washingtonpost.com,0.0,1,HIGH
imf.org,0.0,4,HIGH
imeche.org,0.0,1,HIGH
imcgrupo.com,0.0,2,HIGH
imaging-resource.com,0.0,2,HIGH
image.ie,0.0,1,HIGH
indiasopinion.in,0.0,2,HIGH
indianweekender.co.nz,0.0,1,HIGH
indianweb2.com,0.0,1,HIGH
indianapolismotorspeedway.com,0.0,2,HIGH
oakridger.com,0.0,1,HIGH
olympics.nbcsports.com,0.0,6,HIGH
olympicchannel.com,0.0,13,HIGH
oldham-chronicle.co.uk,0.0,1,HIGH
okcthunderwire.usatoday.com,0.0,2,HIGH
ok.co.uk,0.0,10,HIGH
oilfieldtechnology.com,0.0,1,HIGH
theramswire.usatoday.com,0.0,1,HIGH
thequietus.com,0.0,2,HIGH
thespaces.com,0.0,1,HIGH
thesource.metro.net,0.0,1,HIGH
industrytoday.co.uk,0.0,2,HIGH
indie88.com,0.0,2,HIGH
insideageing.com.au,0.0,2,HIGH
insauga.com,0.0,2,HIGH
inquisitr.com,0.0,1,HIGH
indepthnews.net,0.0,3,HIGH
independenttribune.com,0.0,1,HIGH
independent.com,0.0,1,HIGH
indcatholicnews.com,0.0,3,HIGH
inceptivemind.com,0.0,1,HIGH
inc42.com,0.0,2,HIGH
inc.com,0.0,1,HIGH
indiawest.com,0.0,1,HIGH
indiatribune.com,0.0,3,HIGH
indiaspend.com,0.0,1,HIGH
thegadgetflow.com,0.0,4,HIGH
theindychannel.com,0.0,1,HIGH
theindianwire.com,0.0,12,HIGH
theindependentbd.com,0.0,1,HIGH
theindependent.co.zw,0.0,1,HIGH
theicegarden.com,0.0,1,HIGH
thehollywoodgossip.com,0.0,4,HIGH
indiainternationaltimes.com,0.0,2,HIGH
indiainfoline.com,0.0,2,HIGH
inforney.com,0.0,1,HIGH
informedpixel.com,0.0,1,HIGH
infoq.com,0.0,3,HIGH
infectioncontroltoday.com,0.0,5,HIGH
indycornrows.com,0.0,4,HIGH
industryupdate.com.au,0.0,1,HIGH
smartbrief.com,0.0,1,HIGH
smanewstoday.com,0.0,1,HIGH
vcstar.com,0.0,1,HIGH
vavel.com,0.0,1,HIGH
vaughtsviews.com,0.0,1,HIGH
vapingpost.com,0.0,2,HIGH
inkedin.com,0.0,1,HIGH
insidethemagic.net,0.0,1,HIGH
inquinte.ca,0.0,1,HIGH
innovatorsmag.com,0.0,1,HIGH
innovationaus.com,0.0,1,HIGH
innotechtoday.com,0.0,1,HIGH
upnorthlive.com,0.0,1,HIGH
uploadvr.com,0.0,3,HIGH
thegamingeconomy.com,0.0,3,HIGH
thegameroof.com,0.0,2,HIGH
insider.espn.com,0.0,1,HIGH
insidehalton.com,0.0,1,HIGH
insidefutbol.com,0.0,21,HIGH
insideedition.com,0.0,2,HIGH
interactive.wttw.com,0.0,1,HIGH
inter.it,0.0,2,HIGH
intelligenttransport.com,0.0,1,HIGH
intelligentinvestor.com.au,0.0,2,HIGH
intelligentcio.com,0.0,2,HIGH
intelligencer.ca,0.0,3,HIGH
intallaght.ie,0.0,4,HIGH
insurancebusinessmag.com,0.0,1,HIGH
thehockeywriters.com,0.0,13,HIGH
thehitavada.com,0.0,1,HIGH
siliconcanals.com,0.0,4,HIGH
sifted.eu,0.0,2,HIGH
oanow.com,0.0,2,HIGH
institutionalassetmanager.co.uk,0.0,1,HIGH
insidewalessport.co.uk,0.0,1,HIGH
insidethestar.com,0.0,3,HIGH
investmentu.com,0.0,1,HIGH
investmentmagazine.com.au,0.0,1,HIGH
investingdaily.com,0.0,1,HIGH
investingcube.com,0.0,1,HIGH
inventa.com,0.0,1,HIGH
invasionnews.com,0.0,1,HIGH
undertheradarmag.com,0.0,1,HIGH
undercurrentnews.com,0.0,1,HIGH
ummid.com,0.0,3,HIGH
insidesport.co,0.0,13,HIGH
insidescience.org,0.0,2,HIGH
insideracing.com,0.0,3,HIGH
internationalviewpoint.org,0.0,1,HIGH
ireportsouthafrica.co.za,0.0,1,HIGH
iqna.ir,0.0,1,HIGH
iq-mag.net,0.0,1,HIGH
thesaxon.org,0.0,1,HIGH
therural.com.au,0.0,2,HIGH
theroot.com,0.0,1,HIGH
thestranger.com,0.0,1,HIGH
thespun.com,0.0,1,HIGH
nwitimes.com,0.0,2,HIGH
nwherald.com,0.0,1,HIGH
nwctrail.com,0.0,22,HIGH
odishabytes.com,0.0,5,HIGH
oceanographicmagazine.com,0.0,1,HIGH
occrp.org,0.0,1,HIGH
